Payment Type,Transaction Time,Settlement Time,Order,Customer Email,Credit Card Number Mask,Refund Amount,Amount,3D Secure,Card Association,Acquiring Bank,Bank On Us/ Off Us,Transaction Fee,Merchant Has,Refund,Payment Options,Coins Share,Transaction ID,TREF ID
mandiri_bill,"Jun 12 2023, 11:53","Jun 12 2023, 11:54",39610a63-d2db-4733-9d29-935c19c83c4e,"",,0.0,1303500.0,No Auth,,mandiri,,3850.0,1299650.0,false,,,6d6fc58a-2996-41e4-ba27-aa7778e8b940,
mandiri_bill,"Jun 12 2023, 11:55","Jun 12 2023, 11:56",9042d4a7-aa5f-4b9a-a7fa-28622b04f9d3,"",,0.0,994984.0,No Auth,,mandiri,,3850.0,991134.0,false,,,8355fc29-ea81-4848-81f1-9e5d195e70e3,
mandiri_bill,"Jun 12 2023, 12:25","Jun 12 2023, 12:26",b815836a-cae7-4235-b921-75fe575b4f48,"",,0.0,1616336.0,No Auth,,mandiri,,3850.0,1612486.0,false,,,330a49c1-7052-4b05-8df4-f715c0073ee3,
mandiri_bill,"Jun 12 2023, 12:38","Jun 12 2023, 12:40",c5ab7e6c-2d5d-4444-abd9-d5bbeb492684,"",,0.0,1054078.0,No Auth,,mandiri,,3850.0,1050228.0,false,,,31eeba22-7c37-43b8-8f67-166d24eb79d7,
mandiri_bill,"Jun 12 2023, 12:40","Jun 12 2023, 13:00",0178b800-89f4-424e-9058-ce27fa558513,"",,0.0,1267714.0,No Auth,,mandiri,,3850.0,1263864.0,false,,,45ffaf30-84ea-49bc-b462-348bc70e8396,
mandiri_bill,"Jun 12 2023, 13:03","Jun 12 2023, 13:05",3316a8d7-24a2-4317-9b9a-67718b495206,"",,0.0,1577417.0,No Auth,,mandiri,,3850.0,1573567.0,false,,,e8ccb996-587a-4796-831e-a4332ee793a1,
mandiri_bill,"Jun 12 2023, 13:13","Jun 12 2023, 13:16",4102bcd7-a1ed-4ebb-8b72-34779bb63213,"",,0.0,558334.0,No Auth,,mandiri,,3850.0,554484.0,false,,,8664496b-aae1-480e-b5e7-8d917eb6767d,
mandiri_bill,"Jun 12 2023, 13:22","Jun 12 2023, 13:24",1d1ba61a-9385-41e9-8ada-5e389a06b1c4,"",,0.0,3131946.0,No Auth,,mandiri,,3850.0,3128096.0,false,,,665c7976-4319-49f3-9ce4-84f4778e4ca5,
mandiri_bill,"Jun 12 2023, 14:02","Jun 12 2023, 14:05",e6eaec42-31db-4f65-b047-5f8391cb23aa,"",,0.0,2188300.0,No Auth,,mandiri,,3850.0,2184450.0,false,,,982bc74d-4e49-41cd-8998-e9ed43d425cd,
mandiri_bill,"Jun 12 2023, 14:03","Jun 12 2023, 14:06",a467da94-0559-4b89-84e8-cc609728e4ab,"",,0.0,1290667.0,No Auth,,mandiri,,3850.0,1286817.0,false,,,555ce8a4-a482-4228-9891-fd1f54e0a40e,
mandiri_bill,"Jun 12 2023, 14:25","Jun 12 2023, 14:26",f510edc9-3bb5-4036-92a8-dc44bc6d580c,"",,0.0,939584.0,No Auth,,mandiri,,3850.0,935734.0,false,,,6a77489f-440c-4a68-9257-dce1bef099e0,
mandiri_bill,"Jun 12 2023, 14:20","Jun 12 2023, 15:08",849668f1-17e7-4864-baad-22f4a255a256,"",,0.0,403334.0,No Auth,,mandiri,,3850.0,399484.0,false,,,cb0e59e0-d9b7-41f8-b1a3-6f299ed3922f,
mandiri_bill,"Jun 12 2023, 15:16","Jun 12 2023, 15:17",b6c3577d-279c-4a61-a465-f1cad179013b,"",,0.0,2185000.0,No Auth,,mandiri,,3850.0,2181150.0,false,,,2efefba1-ccf0-4e73-b6eb-229a26eeefc9,
mandiri_bill,"Jun 12 2023, 15:39","Jun 12 2023, 15:40",36346aec-6497-4b90-9ee6-0e0cc6956a10,"",,0.0,983007.0,No Auth,,mandiri,,3850.0,979157.0,false,,,40f5c517-388d-46fe-bfc8-817b958e30ef,
mandiri_bill,"Jun 12 2023, 16:50","Jun 12 2023, 16:52",4600f860-0925-44b2-a556-97caf38e4690,"",,0.0,525000.0,No Auth,,mandiri,,3850.0,521150.0,false,,,d9a7f98d-a2b9-40fe-90bf-9114a5989fc3,
mandiri_bill,"Jun 12 2023, 17:28","Jun 12 2023, 17:32",cde33195-c142-4090-97c3-78f1cbe2a8f6,"",,0.0,1128889.0,No Auth,,mandiri,,3850.0,1125039.0,false,,,42e9407b-f10a-4f95-99df-929462694ed9,
mandiri_bill,"Jun 12 2023, 17:44","Jun 12 2023, 17:47",d0ab023e-4afc-4a08-bd0e-bb664aec6f6e,"",,0.0,2133333.0,No Auth,,mandiri,,3850.0,2129483.0,false,,,11cb9800-d5f5-4145-81ae-7c00edfc8d6b,
mandiri_bill,"Jun 12 2023, 18:27","Jun 12 2023, 18:28",81e1273d-6a92-4901-bd36-6294002ccc6f,"",,0.0,473559.0,No Auth,,mandiri,,3850.0,469709.0,false,,,65141d35-af16-407d-a33d-0073b362865e,
mandiri_bill,"Jun 12 2023, 18:32","Jun 12 2023, 18:33",2f247c5b-0da9-45f2-91e2-698a9cb4943e,"",,0.0,851760.0,No Auth,,mandiri,,3850.0,847910.0,false,,,12383fe4-4afd-4d70-a67a-d6d9c57c7a20,
mandiri_bill,"Jun 12 2023, 18:33","Jun 12 2023, 18:44",263b99bf-8ab7-4702-a74c-2e8734f4aedc,"",,0.0,806667.0,No Auth,,mandiri,,3850.0,802817.0,false,,,e3913248-4ef7-4531-b8f9-87cf38ba46b2,
mandiri_bill,"Jun 12 2023, 18:36","Jun 12 2023, 18:58",b0a0bdb4-5172-4dbb-99ae-cd82f1e60ee5,"",,0.0,791666.0,No Auth,,mandiri,,3850.0,787816.0,false,,,b425958c-d521-4e10-a5ba-658eb2ae9469,
mandiri_bill,"Jun 12 2023, 19:30","Jun 12 2023, 19:32",97a7e9db-4514-473b-87e7-48faa2a7511a,"",,0.0,300000.0,No Auth,,mandiri,,3850.0,296150.0,false,,,36e4b0b8-e1a9-43df-abbc-633d5c70bca6,
mandiri_bill,"Jun 12 2023, 20:50","Jun 12 2023, 20:51",186a05b3-4191-469a-a7d9-c75897322587,"",,0.0,1605334.0,No Auth,,mandiri,,3850.0,1601484.0,false,,,a2261468-d446-4828-9976-072457eea6bb,
mandiri_bill,"Jun 12 2023, 21:58","Jun 12 2023, 22:00",f44a8c17-ed39-431a-99d4-505d8982a4c9,"",,0.0,1154223.0,No Auth,,mandiri,,3850.0,1150373.0,false,,,79cd722e-6959-42c1-ad39-e5383abd2fde,
mandiri_bill,"Jun 12 2023, 22:12","Jun 12 2023, 22:14",fd7c4015-a3d2-4d20-9264-1bd5b455da5e,"",,0.0,163110.0,No Auth,,mandiri,,3850.0,159260.0,false,,,8f6eb36c-4f17-41d9-b5fa-14443f114f0a,
mandiri_bill,"Jun 12 2023, 22:14","Jun 12 2023, 22:15",738ad56e-f2a4-4a9c-a7c5-f74e7767ae06,"",,0.0,163110.0,No Auth,,mandiri,,3850.0,159260.0,false,,,6d81beb1-6686-4c02-8bac-d3ba85304bfb,
mandiri_bill,"Jun 12 2023, 22:16","Jun 12 2023, 22:18",82b64842-2b1d-4599-bcaa-ee8a7bb7d3d2,"",,0.0,163110.0,No Auth,,mandiri,,3850.0,159260.0,false,,,ba5afa84-f945-4236-8972-02f4809a1938,
mandiri_bill,"Jun 12 2023, 22:19","Jun 12 2023, 22:20",eb1eaa76-1067-459d-b682-26d2d024a22d,"",,0.0,163110.0,No Auth,,mandiri,,3850.0,159260.0,false,,,c51d5e46-c2dc-4d59-aca1-48d9b652ecfe,
mandiri_bill,"Jun 12 2023, 22:21","Jun 12 2023, 22:21",1947c6d0-ac09-448e-b4ea-6bccfd2adc06,"",,0.0,163110.0,No Auth,,mandiri,,3850.0,159260.0,false,,,aced48ae-b54e-44bc-b9bf-392569db25f0,
mandiri_bill,"Jun 12 2023, 23:18","Jun 12 2023, 23:18",4d4384c3-bb1a-4759-a378-a7563e27deba,"",,0.0,627867.0,No Auth,,mandiri,,3850.0,624017.0,false,,,43e599f1-4608-4798-9c93-d8024b65b64c,
mandiri_bill,"Jun 12 2023, 23:23","Jun 12 2023, 23:26",9e76af4e-f923-434a-8315-29fd32bd4b3b,"",,0.0,5333333.0,No Auth,,mandiri,,3850.0,5329483.0,false,,,7dcf4d97-2a77-4988-9656-724af5a46f4d,
